date,country,population,total,one_shot,one_shot_perc,two_shots,two_shots_perc,three_shots,three_shots_perc,month,year
2021-11-12,Brazil,214326223,293253508,161743151,0.7547,124416550,0.5805,11947900,0.0557,2021-11,2021
2021-11-13,Brazil,214326223,293936446,161814220,0.755,124872035,0.5826,12105575,0.0565,2021-11,2021
2021-11-14,Brazil,214326223,294339583,161908494,0.7554,125123667,0.5838,12162832,0.0567,2021-11,2021
2021-11-15,Brazil,214326223,294928227,161973124,0.7557,125467475,0.5854,12343281,0.0576,2021-11,2021
2021-11-16,Brazil,214326223,295624622,162028086,0.756,125915845,0.5875,12537109,0.0585,2021-11,2021
2021-11-17,Brazil,214326223,297253230,162257537,0.7571,126961439,0.5924,12891623,0.0601,2021-11,2021
2021-11-18,Brazil,214326223,298447729,162397679,0.7577,127639599,0.5955,13268488,0.0619,2021-11,2021
2021-11-19,Brazil,214326223,299734733,162554502,0.7584,128377050,0.599,13665714,0.0638,2021-11,2021
2021-11-20,Brazil,214326223,300573489,162688776,0.7591,128851409,0.6012,13896415,0.0648,2021-11,2021
2021-11-21,Brazil,214326223,301182753,162812584,0.7596,129200205,0.6028,14033709,0.0655,2021-11,2021
2021-11-22,Brazil,214326223,302331069,162957786,0.7603,129832016,0.6058,14406374,0.0672,2021-11,2021
2021-11-23,Brazil,214326223,303515430,163108526,0.761,130530871,0.609,14741803,0.0688,2021-11,2021
2021-11-24,Brazil,214326223,304659197,163216460,0.7615,131215922,0.6122,15093083,0.0704,2021-11,2021
2021-11-25,Brazil,214326223,305503188,163342820,0.7621,131709249,0.6145,15316348,0.0715,2021-11,2021
2021-11-26,Brazil,214326223,306741882,163546806,0.7631,132395866,0.6177,15662595,0.0731,2021-11,2021
2021-11-27,Brazil,214326223,307205318,163607249,0.7634,132667094,0.619,15794900,0.0737,2021-11,2021
2021-11-28,Brazil,214326223,307583387,163684746,0.7637,132895365,0.6201,15889956,0.0741,2021-11,2021
2021-11-29,Brazil,214326223,307817825,163706613,0.7638,133029594,0.6207,15967140,0.0745,2021-11,2021
2021-11-30,Brazil,214326223,309486607,163926497,0.7648,133911230,0.6248,16537956,0.0772,2021-11,2021
2021-12-01,Brazil,214326223,310770495,164159539,0.7659,134636857,0.6282,16866381,0.0787,2021-12,2021
2021-12-02,Brazil,214326223,311950389,164290464,0.7665,135324508,0.6314,17229559,0.0804,2021-12,2021
2021-12-03,Brazil,214326223,313665030,164457496,0.7673,136438552,0.6366,17665501,0.0824,2021-12,2021
2021-12-04,Brazil,214326223,314450780,164543599,0.7677,136830588,0.6384,17974402,0.0839,2021-12,2021
2021-12-05,Brazil,214326223,314612221,164589731,0.7679,136905306,0.6388,18014777,0.0841,2021-12,2021
2021-12-06,Brazil,214326223,315518302,164604790,0.768,137355248,0.6409,18457123,0.0861,2021-12,2021
2021-12-07,Brazil,214326223,316677030,164711745,0.7685,137905915,0.6434,18958874,0.0885,2021-12,2021
2021-12-08,Brazil,214326223,317474217,164800426,0.7689,138249795,0.645,19322836,0.0902,2021-12,2021
2021-12-09,Brazil,214326223,318799260,164914808,0.7695,138924356,0.6482,19859727,0.0927,2021-12,2021
2021-12-10,Brazil,214326223,319739095,164914808,0.7695,139320682,0.65,20304256,0.0947,2021-12,2021
2021-12-11,Brazil,214326223,319980117,164914808,0.7695,139389518,0.6504,20456996,0.0954,2021-12,2021
2021-12-12,Brazil,214326223,320112450,164914808,0.7695,139421689,0.6505,20544800,0.0959,2021-12,2021
2021-12-13,Brazil,214326223,320737938,164914808,0.7695,139783903,0.6522,20966748,0.0978,2021-12,2021
2021-12-14,Brazil,214326223,321601407,164933940,0.7695,140151965,0.6539,21417495,0.0999,2021-12,2021
2021-12-15,Brazil,214326223,322902290,165135181,0.7705,140902990,0.6574,21767091,0.1016,2021-12,2021
2021-12-16,Brazil,214326223,323831095,165279022,0.7712,141175069,0.6587,22280659,0.104,2021-12,2021
2021-12-17,Brazil,214326223,324589549,165393977,0.7717,141411665,0.6598,22689115,0.1059,2021-12,2021
2021-12-18,Brazil,214326223,324798686,165409165,0.7718,141474540,0.6601,22820476,0.1065,2021-12,2021
2021-12-19,Brazil,214326223,324846680,165417886,0.7718,141488098,0.6602,22846232,0.1066,2021-12,2021
2021-12-20,Brazil,214326223,325593485,165471288,0.7721,141702263,0.6612,23326643,0.1088,2021-12,2021
2021-12-21,Brazil,214326223,326335565,165554570,0.7724,141915573,0.6621,23775890,0.1109,2021-12,2021
2021-12-22,Brazil,214326223,327562756,165836442,0.7738,142378728,0.6643,24268862,0.1132,2021-12,2021
2021-12-23,Brazil,214326223,328473878,165894312,0.774,142378728,0.6643,24687765,0.1152,2021-12,2021
2021-12-24,Brazil,214326223,328473878,165894312,0.774,142378728,0.6643,24687765,0.1152,2021-12,2021
2021-12-25,Brazil,214326223,328473878,165894312,0.774,142378728,0.6643,24687765,0.1152,2021-12,2021
2021-12-26,Brazil,214326223,328473878,165894312,0.774,142378728,0.6643,24687765,0.1152,2021-12,2021
2021-12-27,Brazil,214326223,329011365,165952037,0.7743,142764283,0.6661,25218893,0.1177,2021-12,2021
2021-12-28,Brazil,214326223,329861730,166062249,0.7748,142965728,0.667,25758909,0.1202,2021-12,2021
2021-12-29,Brazil,214326223,330718457,166143380,0.7752,143282084,0.6685,26219623,0.1223,2021-12,2021
2021-12-30,Brazil,214326223,331164041,166185628,0.7754,143398692,0.6691,26507937,0.1237,2021-12,2021
2021-12-31,Brazil,214326223,331273910,166195505,0.7754,143436012,0.6692,26571077,0.124,2021-12,2021
